TITLE= "  3.0000E-02 years"
VARIABLES="     x","     y","     z","   vly  "
ZONE T= "  3.0000E-02", I=  30 , J=  29 , K=   1
  2.5000E-01  2.5000E-01  5.0000E-01  1.6579E+02
  2.5000E-01  7.5000E-01  5.0000E-01  1.0025E+02
  2.5000E-01  1.2500E+00  5.0000E-01  6.9424E+01
  2.5000E-01  1.7500E+00  5.0000E-01  5.2537E+01
  2.5000E-01  2.2500E+00  5.0000E-01  4.2117E+01
  2.5000E-01  2.7500E+00  5.0000E-01  3.5094E+01
  2.5000E-01  3.2500E+00  5.0000E-01  3.0043E+01
  2.5000E-01  3.7500E+00  5.0000E-01  2.6227E+01
  2.5000E-01  4.2500E+00  5.0000E-01  2.3232E+01
  2.5000E-01  4.7500E+00  5.0000E-01  2.0805E+01
  2.5000E-01  5.2500E+00  5.0000E-01  1.8785E+01
  2.5000E-01  5.7500E+00  5.0000E-01  1.7066E+01
  2.5000E-01  6.2500E+00  5.0000E-01  1.5571E+01
  2.5000E-01  6.7500E+00  5.0000E-01  1.4246E+01
  2.5000E-01  7.2500E+00  5.0000E-01  1.3052E+01
  2.5000E-01  7.7500E+00  5.0000E-01  1.1958E+01
  2.5000E-01  8.2500E+00  5.0000E-01  1.0941E+01
  2.5000E-01  8.7500E+00  5.0000E-01  9.9825E+00
  2.5000E-01  9.2500E+00  5.0000E-01  9.0689E+00
  2.5000E-01  9.7500E+00  5.0000E-01  8.1889E+00
  2.5000E-01  1.0250E+01  5.0000E-01  7.3334E+00
  2.5000E-01  1.0750E+01  5.0000E-01  6.4956E+00
  2.5000E-01  1.1250E+01  5.0000E-01  5.6701E+00
  2.5000E-01  1.1750E+01  5.0000E-01  4.8526E+00
  2.5000E-01  1.2250E+01  5.0000E-01  4.0401E+00
  2.5000E-01  1.2750E+01  5.0000E-01  3.2306E+00
  2.5000E-01  1.3250E+01  5.0000E-01  2.4224E+00
  2.5000E-01  1.3750E+01  5.0000E-01  1.6149E+00
  2.5000E-01  1.4250E+01  5.0000E-01  8.0743E-01
  7.5000E-01  2.5000E-01  5.0000E-01  6.5540E+01
  7.5000E-01  7.5000E-01  5.0000E-01  6.5541E+01
  7.5000E-01  1.2500E+00  5.0000E-01  5.5481E+01
  7.5000E-01  1.7500E+00  5.0000E-01  4.6070E+01
  7.5000E-01  2.2500E+00  5.0000E-01  3.8719E+01
  7.5000E-01  2.7500E+00  5.0000E-01  3.3122E+01
  7.5000E-01  3.2500E+00  5.0000E-01  2.8808E+01
  7.5000E-01  3.7500E+00  5.0000E-01  2.5407E+01
  7.5000E-01  4.2500E+00  5.0000E-01  2.2663E+01
  7.5000E-01  4.7500E+00  5.0000E-01  2.0397E+01
  7.5000E-01  5.2500E+00  5.0000E-01  1.8486E+01
  7.5000E-01  5.7500E+00  5.0000E-01  1.6841E+01
  7.5000E-01  6.2500E+00  5.0000E-01  1.5401E+01
  7.5000E-01  6.7500E+00  5.0000E-01  1.4116E+01
  7.5000E-01  7.2500E+00  5.0000E-01  1.2952E+01
  7.5000E-01  7.7500E+00  5.0000E-01  1.1881E+01
  7.5000E-01  8.2500E+00  5.0000E-01  1.0882E+01
  7.5000E-01  8.7500E+00  5.0000E-01  9.9377E+00
  7.5000E-01  9.2500E+00  5.0000E-01  9.0354E+00
  7.5000E-01  9.7500E+00  5.0000E-01  8.1643E+00
  7.5000E-01  1.0250E+01  5.0000E-01  7.3158E+00
  7.5000E-01  1.0750E+01  5.0000E-01  6.4834E+00
  7.5000E-01  1.1250E+01  5.0000E-01  5.6620E+00
  7.5000E-01  1.1750E+01  5.0000E-01  4.8475E+00
