: Source File - C:\Documents and Settings\ghammond\My Documents\research\Flury/200w_recharge.txt
:
: Start Date - 2009-01-01/00:00:00
: End Date - 2009-12-31/00:00:00
: Time Increment - 1 days
:
: Data - Time(seconds) Recharge (m/s)
0 2.587e-006
86400 0.000e+000
172800 4.704e-007
259200 2.940e-008
345600 0.000e+000
432000 0.000e+000
518400 0.000e+000
604800 0.000e+000
691200 0.000e+000
777600 0.000e+000
864000 0.000e+000
950400 0.000e+000
1036800 0.000e+000
1123200 2.940e-008
1209600 0.000e+000
1296000 2.940e-008
1382400 0.000e+000
1468800 0.000e+000
1555200 0.000e+000
1641600 0.000e+000
1728000 0.000e+000
1814400 0.000e+000
1900800 2.058e-007
1987200 2.940e-008
2073600 0.000e+000
2160000 0.000e+000
2246400 0.000e+000
2332800 0.000e+000
2419200 0.000e+000
2505600 0.000e+000
2592000 0.000e+000
2678400 0.000e+000
2764800 0.000e+000
2851200 0.000e+000
2937600 2.058e-007
3024000 0.000e+000
3110400 0.000e+000
3196800 0.000e+000
3283200 0.000e+000
3369600 2.940e-008
3456000 1.470e-007
3542400 0.000e+000
3628800 0.000e+000
3715200 0.000e+000
3801600 0.000e+000
3888000 0.000e+000
3974400 0.000e+000
4060800 0.000e+000
4147200 0.000e+000
4233600 0.000e+000
4320000 0.000e+000
4406400 4.116e-007
4492800 1.058e-006
4579200 0.000e+000
4665600 2.940e-008
4752000 0.000e+000
4838400 0.000e+000
4924800 0.000e+000
5011200 4.704e-007
5097600 5.880e-008
5184000 9.113e-007
5270400 0.000e+000
5356800 1.764e-007
5443200 0.000e+000
5529600 0.000e+000
5616000 0.000e+000
5702400 5.880e-008
5788800 0.000e+000
5875200 0.000e+000
5961600 0.000e+000
6048000 0.000e+000
6134400 0.000e+000
6220800 0.000e+000
6307200 0.000e+000
6393600 0.000e+000
6480000 0.000e+000
6566400 0.000e+000
6652800 0.000e+000
6739200 2.058e-007
6825600 0.000e+000
6912000 0.000e+000
6998400 5.880e-008
7084800 0.000e+000
7171200 0.000e+000
7257600 0.000e+000
7344000 3.822e-007
7430400 0.000e+000
7516800 0.000e+000
7603200 2.940e-008
7689600 0.000e+000
7776000 0.000e+000
7862400 0.000e+000
7948800 0.000e+000
8035200 0.000e+000
8121600 0.000e+000
8208000 0.000e+000
8294400 0.000e+000
8380800 0.000e+000
8467200 0.000e+000
8553600 0.000e+000
8640000 5.880e-008
8726400 0.000e+000
8812800 0.000e+000
8899200 0.000e+000
8985600 0.000e+000
9072000 0.000e+000
9158400 0.000e+000
9244800 0.000e+000
9331200 0.000e+000
9417600 0.000e+000
9504000 0.000e+000
9590400 0.000e+000
9676800 0.000e+000
9763200 0.000e+000
9849600 0.000e+000
9936000 0.000e+000
10022400 5.292e-007
10108800 5.586e-007
10195200 0.000e+000
10281600 0.000e+000
10368000 1.764e-007
10454400 0.000e+000
10540800 2.352e-007
10627200 0.000e+000
10713600 5.880e-008
10800000 0.000e+000
10886400 0.000e+000
10972800 0.000e+000
11059200 0.000e+000
11145600 0.000e+000
11232000 0.000e+000
11318400 5.880e-008
11404800 0.000e+000
11491200 0.000e+000
11577600 0.000e+000
11664000 0.000e+000
11750400 0.000e+000
11836800 0.000e+000
11923200 0.000e+000
12009600 0.000e+000
12096000 0.000e+000
12182400 0.000e+000
12268800 0.000e+000
12355200 0.000e+000
12441600 0.000e+000
12528000 0.000e+000
12614400 0.000e+000
12700800 0.000e+000
12787200 0.000e+000
12873600 0.000e+000
12960000 0.000e+000
13046400 0.000e+000
13132800 0.000e+000
13219200 3.234e-007
13305600 0.000e+000
13392000 0.000e+000
13478400 5.880e-008
13564800 0.000e+000
13651200 0.000e+000
13737600 0.000e+000
13824000 0.000e+000
13910400 0.000e+000
13996800 2.940e-008
14083200 0.000e+000
14169600 0.000e+000
14256000 0.000e+000
14342400 0.000e+000
14428800 0.000e+000
14515200 0.000e+000
14601600 0.000e+000
14688000 0.000e+000
14774400 5.880e-008
14860800 0.000e+000
14947200 0.000e+000
15033600 0.000e+000
15120000 0.000e+000
15206400 0.000e+000
15292800 0.000e+000
15379200 0.000e+000
15465600 0.000e+000
15552000 0.000e+000
15638400 0.000e+000
15724800 0.000e+000
15811200 0.000e+000
15897600 0.000e+000
15984000 0.000e+000
16070400 0.000e+000
16156800 0.000e+000
16243200 0.000e+000
16329600 0.000e+000
16416000 0.000e+000
16502400 0.000e+000
16588800 0.000e+000
16675200 0.000e+000
16761600 0.000e+000
16848000 0.000e+000
16934400 0.000e+000
17020800 0.000e+000
17107200 0.000e+000
17193600 0.000e+000
17280000 0.000e+000
17366400 0.000e+000
17452800 0.000e+000
17539200 0.000e+000
17625600 0.000e+000
17712000 0.000e+000
17798400 0.000e+000
17884800 0.000e+000
17971200 0.000e+000
