: Source File - C:\Documents and Settings\ghammond\My Documents\research\Flury/200w_recharge.txt
:
: Start Date - 1951-01-01/00:00:00
: End Date - 2000-12-31/00:00:00
: Time Increment - 7 days
:
: Data - Time(seconds) Recharge (m/s)
0 0.000e+000
604800 1.554e-007
1209600 1.218e-007
1814400 7.560e-008
2419200 9.659e-008
3024000 1.050e-007
3628800 1.260e-008
4233600 0.000e+000
4838400 0.000e+000
5443200 1.848e-007
6048000 8.399e-009
6652800 0.000e+000
7257600 0.000e+000
7862400 0.000e+000
8467200 0.000e+000
9072000 0.000e+000
9676800 2.225e-007
10281600 0.000e+000
10886400 1.806e-007
11491200 0.000e+000
12096000 0.000e+000
12700800 1.890e-007
13305600 3.906e-007
13910400 0.000e+000
14515200 0.000e+000
15120000 0.000e+000
15724800 1.554e-007
16329600 0.000e+000
16934400 0.000e+000
17539200 0.000e+000
18144000 0.000e+000
18748800 0.000e+000
19353600 0.000e+000
19958400 0.000e+000
20563200 6.300e-008
21168000 4.200e-009
21772800 0.000e+000
22377600 0.000e+000
22982400 1.428e-007
23587200 4.200e-008
24192000 8.399e-009
24796800 9.659e-008
25401600 4.620e-008
26006400 6.300e-008
26611200 1.722e-007
27216000 0.000e+000
27820800 8.399e-008
28425600 5.880e-008
29030400 9.659e-008
29635200 2.520e-008
30240000 1.680e-008
30844800 1.218e-007
31449600 5.460e-008
32054400 5.040e-008
32659200 8.399e-009
33264000 1.302e-007
33868800 8.399e-008
34473600 0.000e+000
35078400 8.399e-009
35683200 1.218e-007
36288000 3.780e-008
36892800 8.399e-009
37497600 4.200e-009
38102400 0.000e+000
38707200 0.000e+000
39312000 8.399e-009
39916800 0.000e+000
40521600 8.399e-009
41126400 3.780e-008
41731200 0.000e+000
42336000 1.260e-007
42940800 6.300e-008
43545600 5.460e-008
44150400 0.000e+000
44755200 1.302e-007
45360000 1.008e-007
45964800 0.000e+000
46569600 2.184e-007
47174400 0.000e+000
47779200 0.000e+000
48384000 0.000e+000
48988800 0.000e+000
49593600 0.000e+000
50198400 3.360e-008
50803200 0.000e+000
51408000 0.000e+000
52012800 0.000e+000
52617600 3.360e-008
53222400 0.000e+000
53827200 0.000e+000
54432000 0.000e+000
55036800 0.000e+000
55641600 0.000e+000
56246400 1.260e-008
56851200 0.000e+000
57456000 4.200e-009
58060800 0.000e+000
58665600 8.399e-008
59270400 0.000e+000
59875200 1.680e-008
60480000 2.520e-008
61084800 1.386e-007
61689600 8.819e-008
62294400 5.040e-008
62899200 1.302e-007
63504000 3.948e-007
64108800 1.932e-007
64713600 1.890e-007
65318400 8.399e-009
65923200 1.008e-007
66528000 0.000e+000
67132800 0.000e+000
67737600 0.000e+000
68342400 0.000e+000
68947200 2.100e-008
69552000 0.000e+000
70156800 5.040e-008
70761600 0.000e+000
71366400 1.302e-007
71971200 5.880e-008
72576000 1.302e-007
73180800 4.200e-009
73785600 0.000e+000
74390400 0.000e+000
74995200 8.819e-008
75600000 2.940e-008
76204800 1.260e-007
76809600 1.050e-007
77414400 0.000e+000
78019200 0.000e+000
78624000 0.000e+000
79228800 0.000e+000
79833600 0.000e+000
80438400 0.000e+000
81043200 0.000e+000
81648000 1.008e-007
