 # time   dt   totl   totg   tot n2p
  0.0000E+00  1.0000E+02  1.2500E+04  7.5000E-06  1.2500E+04  5.0000E+01  1.2500E-07  5.0000E-01  5.0000E-01
  1.0000E+02  1.0000E+02  1.2500E+04  1.3965E-04  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.2500E+02  2.5000E+01  1.2500E+04  1.7269E-04  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.5625E+02  3.1250E+01  1.2500E+04  2.1399E-04  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.9531E+02  3.9063E+01  1.2500E+04  2.6561E-04  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.4414E+02  4.8828E+01  1.2500E+04  3.3015E-04  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  3.0518E+02  6.1035E+01  1.2500E+04  4.1083E-04  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  3.8147E+02  7.6294E+01  1.2500E+04  5.1169E-04  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  4.7684E+02  9.5367E+01  1.2500E+04  6.3778E-04  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  5.9605E+02  1.1921E+02  1.2500E+04  7.9542E-04  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  7.4506E+02  1.4901E+02  1.2500E+04  9.9251E-04  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  9.3132E+02  1.8626E+02  1.2500E+04  1.2389E-03  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.1642E+03  2.3283E+02  1.2500E+04  1.5470E-03  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.4552E+03  2.9104E+02  1.2500E+04  1.9323E-03  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.8190E+03  3.6380E+02  1.2500E+04  2.4141E-03  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.2737E+03  4.5475E+02  1.2500E+04  3.0167E-03  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.8422E+03  5.6843E+02  1.2500E+04  3.7704E-03  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  3.5527E+03  7.1054E+02  1.2500E+04  4.7132E-03  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  4.4409E+03  8.8818E+02  1.2500E+04  5.8928E-03  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  5.5511E+03  1.1102E+03  1.2500E+04  7.3689E-03  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  6.9389E+03  1.3878E+03  1.2500E+04  9.2164E-03  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  8.6736E+03  1.7347E+03  1.2500E+04  1.1529E-02  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.0000E+04  1.3264E+03  1.2500E+04  1.3300E-02  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.2500E+04  2.5000E+03  1.2499E+04  1.6644E-02  1.2500E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.5625E+04  3.1250E+03  1.2499E+04  2.0834E-02  1.2499E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.9531E+04  3.9063E+03  1.2499E+04  2.6087E-02  1.2499E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.4414E+04  4.8828E+03  1.2499E+04  3.2677E-02  1.2499E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  3.0518E+04  6.1035E+03  1.2499E+04  4.0951E-02  1.2499E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  3.8147E+04  7.6294E+03  1.2498E+04  5.1347E-02  1.2498E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  4.7684E+04  9.5367E+03  1.2498E+04  6.4426E-02  1.2498E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  5.9605E+04  1.1921E+04  1.2498E+04  8.0905E-02  1.2498E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  7.4506E+04  1.4901E+04  1.2497E+04  1.0171E-01  1.2497E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  9.3132E+04  1.8626E+04  1.2496E+04  1.2803E-01  1.2496E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.0000E+05  6.8677E+03  1.2496E+04  1.3778E-01  1.2496E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.1374E+05  1.3735E+04  1.2495E+04  1.5746E-01  1.2495E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.4121E+05  2.7471E+04  1.2494E+04  1.9754E-01  1.2494E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.7651E+05  3.5302E+04  1.2492E+04  2.5034E-01  1.2493E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.0000E+05  2.3492E+04  1.2491E+04  2.8606E-01  1.2492E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.4698E+05  4.6984E+04  1.2489E+04  3.6004E-01  1.2489E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.9698E+05  5.0000E+04  1.2487E+04  4.4183E-01  1.2487E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  3.4698E+05  5.0000E+04  1.2484E+04  5.2669E-01  1.2485E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  3.9698E+05  5.0000E+04  1.2481E+04  6.1448E-01  1.2482E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  4.4698E+05  5.0000E+04  1.2479E+04  7.0486E-01  1.2479E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  4.9698E+05  5.0000E+04  1.2476E+04  7.9742E-01  1.2477E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  5.0000E+05  3.0161E+03  1.2476E+04  8.0301E-01  1.2476E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  5.0603E+05  6.0323E+03  1.2475E+04  8.1422E-01  1.2476E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  5.1810E+05  1.2065E+04  1.2475E+04  8.3675E-01  1.2475E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  5.4223E+05  2.4129E+04  1.2473E+04  8.8223E-01  1.2474E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  5.9048E+05  4.8258E+04  1.2470E+04  9.7446E-01  1.2471E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  6.4048E+05  5.0000E+04  1.2468E+04  1.0710E+00  1.2469E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  6.9048E+05  5.0000E+04  1.2465E+04  1.1684E+00  1.2466E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  7.4048E+05  5.0000E+04  1.2462E+04  1.2663E+00  1.2463E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  7.9048E+05  5.0000E+04  1.2459E+04  1.3646E+00  1.2460E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  8.4048E+05  5.0000E+04  1.2456E+04  1.4632E+00  1.2457E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  8.9048E+05  5.0000E+04  1.2453E+04  1.5621E+00  1.2454E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  9.4048E+05  5.0000E+04  1.2450E+04  1.6611E+00  1.2451E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  9.9048E+05  5.0000E+04  1.2447E+04  1.7603E+00  1.2448E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.0405E+06  5.0000E+04  1.2444E+04  1.8595E+00  1.2446E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.0905E+06  5.0000E+04  1.2441E+04  1.9588E+00  1.2443E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.1405E+06  5.0000E+04  1.2438E+04  2.0582E+00  1.2440E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.1905E+06  5.0000E+04  1.2435E+04  2.1576E+00  1.2437E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.2405E+06  5.0000E+04  1.2432E+04  2.2570E+00  1.2434E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.2905E+06  5.0000E+04  1.2429E+04  2.3565E+00  1.2431E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.3405E+06  5.0000E+04  1.2426E+04  2.4559E+00  1.2428E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.3905E+06  5.0000E+04  1.2423E+04  2.5554E+00  1.2425E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.4405E+06  5.0000E+04  1.2420E+04  2.6549E+00  1.2422E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.4905E+06  5.0000E+04  1.2417E+04  2.7543E+00  1.2419E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.5405E+06  5.0000E+04  1.2414E+04  2.8538E+00  1.2416E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.5905E+06  5.0000E+04  1.2411E+04  2.9533E+00  1.2413E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.6405E+06  5.0000E+04  1.2408E+04  3.0528E+00  1.2411E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.6905E+06  5.0000E+04  1.2404E+04  3.1522E+00  1.2408E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.7405E+06  5.0000E+04  1.2401E+04  3.2517E+00  1.2405E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.7905E+06  5.0000E+04  1.2398E+04  3.3511E+00  1.2402E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.8405E+06  5.0000E+04  1.2395E+04  3.4505E+00  1.2399E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.8905E+06  5.0000E+04  1.2392E+04  3.5500E+00  1.2396E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.9405E+06  5.0000E+04  1.2389E+04  3.6494E+00  1.2393E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  1.9905E+06  5.0000E+04  1.2386E+04  3.7488E+00  1.2390E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.0405E+06  5.0000E+04  1.2383E+04  3.8482E+00  1.2387E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.0905E+06  5.0000E+04  1.2380E+04  3.9475E+00  1.2384E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.1405E+06  5.0000E+04  1.2377E+04  4.0469E+00  1.2381E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.1905E+06  5.0000E+04  1.2374E+04  4.1463E+00  1.2379E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.2405E+06  5.0000E+04  1.2371E+04  4.2456E+00  1.2376E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.2905E+06  5.0000E+04  1.2368E+04  4.3449E+00  1.2373E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.3405E+06  5.0000E+04  1.2365E+04  4.4442E+00  1.2370E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.3905E+06  5.0000E+04  1.2362E+04  4.5435E+00  1.2367E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.4405E+06  5.0000E+04  1.2359E+04  4.6428E+00  1.2364E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.4905E+06  5.0000E+04  1.2356E+04  4.7421E+00  1.2361E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.5000E+06  9.5159E+03  1.2356E+04  4.7610E+00  1.2361E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.5190E+06  1.9032E+04  1.2355E+04  4.7987E+00  1.2359E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.5571E+06  3.8063E+04  1.2352E+04  4.8743E+00  1.2357E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.6071E+06  5.0000E+04  1.2349E+04  4.9735E+00  1.2354E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.6571E+06  5.0000E+04  1.2346E+04  5.0728E+00  1.2351E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.7071E+06  5.0000E+04  1.2343E+04  5.1720E+00  1.2348E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.7571E+06  5.0000E+04  1.2340E+04  5.2712E+00  1.2346E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.8071E+06  5.0000E+04  1.2337E+04  5.3703E+00  1.2343E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.8571E+06  5.0000E+04  1.2334E+04  5.4695E+00  1.2340E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.9071E+06  5.0000E+04  1.2331E+04  5.5686E+00  1.2337E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
  2.9571E+06  5.0000E+04  1.2328E+04  5.6678E+00  1.2334E+04  5.0000E+01  5.0000E-01  5.0000E-01  5.0000E-01
