TITLE = ""
VARIABLES = "X, m" "Y, m" "Z, m" "Volume, m^3"" Aqueous Saturation"" Aqueous Pressure, pa"" Aqueous tracer Concentration, 1/m^3"" Rock/Soil Type"
ZONE T = "plot.0", I = 6, J = 5, K = 4, DATAPACKING = BLOCK,
VARLOCATION=(4=CELLCENTERED, 5=CELLCENTERED, 6=CELLCENTERED, 7=CELLCENTERED, 8=CELLCENTERED)
0.000000000E+00 10 21 33 46 60 0.000000000E+00 10 21 33 
46 60 0.000000000E+00 10 21 33 46 60 0.000000000E+00 10 
21 33 46 60 0.000000000E+00 10 21 33 46 60 
0.000000000E+00 10 21 33 46 60 0.000000000E+00 10 21 33 
46 60 0.000000000E+00 10 21 33 46 60 0.000000000E+00 10 
21 33 46 60 0.000000000E+00 10 21 33 46 60 
0.000000000E+00 10 21 33 46 60 0.000000000E+00 10 21 33 
46 60 0.000000000E+00 10 21 33 46 60 0.000000000E+00 10 
21 33 46 60 0.000000000E+00 10 21 33 46 60 
0.000000000E+00 10 21 33 46 60 0.000000000E+00 10 21 33 
46 60 0.000000000E+00 10 21 33 46 60 0.000000000E+00 10 
21 33 46 60 0.000000000E+00 10 21 33 46 60 
0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 13 13 13 13 
13 13 25 25 25 25 25 25 36 36 
36 36 36 36 46 46 46 46 46 46 
0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 13 13 13 13 
13 13 25 25 25 25 25 25 36 36 
36 36 36 36 46 46 46 46 46 46 
0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 13 13 13 13 
13 13 25 25 25 25 25 25 36 36 
36 36 36 36 46 46 46 46 46 46 
0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 13 13 13 13 
13 13 25 25 25 25 25 25 36 36 
36 36 36 36 46 46 46 46 46 46 
0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 
0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 
0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 
15 15 15 15 15 15 15 15 15 15 
15 15 15 15 15 15 15 15 15 15 
15 15 15 15 15 15 15 15 15 15 
35 35 35 35 35 35 35 35 35 35 
35 35 35 35 35 35 35 35 35 35 
35 35 35 35 35 35 35 35 35 35 
60 60 60 60 60 60 60 60 60 60 
60 60 60 60 60 60 60 60 60 60 
60 60 60 60 60 60 60 60 60 60 
1.95000E+03 2.14500E+03 2.34000E+03 2.53500E+03 2.73000E+03 1.80000E+03 1.98000E+03 2.16000E+03 2.34000E+03 2.52000E+03 
1.65000E+03 1.81500E+03 1.98000E+03 2.14500E+03 2.31000E+03 1.50000E+03 1.65000E+03 1.80000E+03 1.95000E+03 2.10000E+03 
2.60000E+03 2.86000E+03 3.12000E+03 3.38000E+03 3.64000E+03 2.40000E+03 2.64000E+03 2.88000E+03 3.12000E+03 3.36000E+03 
2.20000E+03 2.42000E+03 2.64000E+03 2.86000E+03 3.08000E+03 2.00000E+03 2.20000E+03 2.40000E+03 2.60000E+03 2.80000E+03 
3.25000E+03 3.57500E+03 3.90000E+03 4.22500E+03 4.55000E+03 3.00000E+03 3.30000E+03 3.60000E+03 3.90000E+03 4.20000E+03 
2.75000E+03 3.02500E+03 3.30000E+03 3.57500E+03 3.85000E+03 2.50000E+03 2.75000E+03 3.00000E+03 3.25000E+03 3.50000E+03 
1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 
1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 
1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 
1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 1.00000E+00 
1.00167E-01 1.00167E-01 1.00167E-01 1.00167E-01 1.00167E-01 1.00167E-01 1.00167E-01 1.00167E-01 1.00167E-01 1.00167E-01 
1.00167E-01 1.00167E-01 1.00167E-01 1.00167E-01 1.00167E-01 1.00167E-01 1.00167E-01 1.00167E-01 1.00167E-01 1.00167E-01 
3.70647E+05 3.70647E+05 3.70647E+05 3.70647E+05 3.70647E+05 3.70647E+05 3.70647E+05 3.70647E+05 3.70647E+05 3.70647E+05 
3.70647E+05 3.70647E+05 3.70647E+05 3.70647E+05 3.70647E+05 3.70647E+05 3.70647E+05 3.70647E+05 3.70647E+05 3.70647E+05 
1.99260E+05 1.99260E+05 1.99260E+05 1.99260E+05 1.99260E+05 1.99260E+05 1.99260E+05 1.99260E+05 1.99260E+05 1.99260E+05 
1.99260E+05 1.99260E+05 1.99260E+05 1.99260E+05 1.99260E+05 1.99260E+05 1.99260E+05 1.99260E+05 1.99260E+05 1.99260E+05 
-2.10940E+04 -2.10940E+04 -2.10940E+04 -2.10940E+04 -2.10940E+04 -2.10940E+04 -2.10940E+04 -2.10940E+04 -2.10940E+04 -2.10940E+04 
-2.10940E+04 -2.10940E+04 -2.10940E+04 -2.10940E+04 -2.10940E+04 -2.10940E+04 -2.10940E+04 -2.10940E+04 -2.10940E+04 -2.10940E+04 
