:   time [s]    p [Pa] (mean: 1030356.08241069, p0 = 1.03318e6 Pa for v=1km/y)
  0.000000E+00  1.027530E+06
  3.600000E+03  1.027432E+06
  7.200000E+03  1.027530E+06
  1.080000E+04  1.027530E+06
  1.440000E+04  1.027628E+06
  1.800000E+04  1.027530E+06
  2.160000E+04  1.027726E+06
  2.520000E+04  1.028118E+06
  2.880000E+04  1.028118E+06
  3.240000E+04  1.028020E+06
  3.600000E+04  1.028020E+06
  3.960000E+04  1.028118E+06
  4.320000E+04  1.028118E+06
  4.680000E+04  1.028118E+06
  5.040000E+04  1.028118E+06
  5.400000E+04  1.027922E+06
  5.760000E+04  1.027922E+06
  6.120000E+04  1.028020E+06
  6.480000E+04  1.028020E+06
  6.840000E+04  1.028020E+06
  7.200000E+04  1.028020E+06
  7.560000E+04  1.028118E+06
  7.920000E+04  1.028216E+06
  8.280000E+04  1.028216E+06
  8.640000E+04  1.028510E+06
  9.000000E+04  1.028706E+06
  9.360000E+04  1.028902E+06
  9.720000E+04  1.028902E+06
  1.008000E+05  1.028706E+06
  1.044000E+05  1.028902E+06
  1.080000E+05  1.029098E+06
  1.116000E+05  1.029294E+06
  1.152000E+05  1.029392E+06
  1.188000E+05  1.029490E+06
  1.224000E+05  1.029490E+06
  1.260000E+05  1.029490E+06
  1.296000E+05  1.029490E+06
  1.332000E+05  1.029294E+06
  1.368000E+05  1.029000E+06
  1.404000E+05  1.028706E+06
  1.440000E+05  1.028510E+06
  1.476000E+05  1.028314E+06
  1.512000E+05  1.028118E+06
  1.548000E+05  1.028020E+06
  1.584000E+05  1.028118E+06
  1.620000E+05  1.028314E+06
  1.656000E+05  1.028608E+06
  1.692000E+05  1.029294E+06
  1.728000E+05  1.029588E+06
  1.764000E+05  1.029882E+06
  1.800000E+05  1.030078E+06
  1.836000E+05  1.030274E+06
  1.872000E+05  1.030568E+06
  1.908000E+05  1.030960E+06
  1.944000E+05  1.031842E+06
  1.980000E+05  1.032626E+06
  2.016000E+05  1.033508E+06
  2.052000E+05  1.034194E+06
  2.088000E+05  1.034586E+06
  2.124000E+05  1.034488E+06
  2.160000E+05  1.033900E+06
  2.196000E+05  1.033214E+06
  2.232000E+05  1.032528E+06
  2.268000E+05  1.032038E+06
  2.304000E+05  1.031646E+06
  2.340000E+05  1.031548E+06
  2.376000E+05  1.031548E+06
  2.412000E+05  1.032038E+06
  2.448000E+05  1.032430E+06
  2.484000E+05  1.033116E+06
  2.520000E+05  1.033606E+06
  2.556000E+05  1.034096E+06
  2.592000E+05  1.034488E+06
  2.628000E+05  1.034684E+06
  2.664000E+05  1.034880E+06
  2.700000E+05  1.035174E+06
  2.736000E+05  1.035468E+06
  2.772000E+05  1.035566E+06
  2.808000E+05  1.035958E+06
  2.844000E+05  1.036154E+06
  2.880000E+05  1.036448E+06
  2.916000E+05  1.036644E+06
  2.952000E+05  1.036742E+06
  2.988000E+05  1.036350E+06
  3.024000E+05  1.035664E+06
  3.060000E+05  1.034880E+06
  3.096000E+05  1.034096E+06
  3.132000E+05  1.033312E+06
  3.168000E+05  1.032822E+06
